0.00000 <init Client> [INFO]:	(Logging enabled)
76.74366 <pathGenerator> [DEBUG]:	(adjusted target)
76.74366 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
76.74366 <pathGenerator> [DEBUG]:	(From:   (399.00, 146.00))
76.74366 <pathGenerator> [DEBUG]:	(Angle to target: 2.80 rad)
76.74366 <pathGenerator> [DEBUG]:	(Rotation applied: 2.02 rad)
76.74366 <pathGenerator> [DEBUG]:	(Movement: 282.79 px)
76.74680 <client sender> [STATUS]:	(create rotate 2.024136324812482)
76.74680 <client sender> [COMMAND]:	(sending command rotate -38.65815619029225)
76.74680 <client sender> [STATUS]:	(has ball False)
77.26584 <client reciever> [RESPONSE]:	(modified OK)
77.26584 <client Loop> [FPS]:	(1.7965789516517991)
77.26584 <client Loop> [STATUS]:	(generating frame)
77.30020 <pathGenerator> [DEBUG]:	(adjusted target)
77.30020 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
77.30020 <pathGenerator> [DEBUG]:	(From:   (409.00, 151.00))
77.30020 <pathGenerator> [DEBUG]:	(Angle to target: 2.82 rad)
77.30020 <pathGenerator> [DEBUG]:	(Rotation applied: 2.16 rad)
77.30020 <pathGenerator> [DEBUG]:	(Movement: 266.28 px)
77.30329 <client sender> [STATUS]:	(create rotate 2.1573391925541774)
77.30329 <client sender> [COMMAND]:	(sending command rotate -41.202143570505065)
77.30329 <client sender> [STATUS]:	(has ball False)
77.70726 <client reciever> [RESPONSE]:	(modified OK)
77.70726 <client Loop> [FPS]:	(2.2653986250880385)
77.70726 <client Loop> [STATUS]:	(generating frame)
77.74126 <pathGenerator> [DEBUG]:	(adjusted target)
77.74143 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
77.74143 <pathGenerator> [DEBUG]:	(From:   (374.00, 194.00))
77.74143 <pathGenerator> [DEBUG]:	(Angle to target: 2.51 rad)
77.74143 <pathGenerator> [DEBUG]:	(Rotation applied: -0.72 rad)
77.74143 <pathGenerator> [DEBUG]:	(Movement: 259.56 px)
77.74343 <client sender> [STATUS]:	(create rotate -0.7210854100229327)
77.74343 <client sender> [COMMAND]:	(sending command rotate 13.771716887591504)
77.74343 <client sender> [STATUS]:	(has ball False)
78.19165 <client reciever> [RESPONSE]:	(modified OK)
78.19165 <client Loop> [FPS]:	(2.0644602398715146)
78.19165 <client Loop> [STATUS]:	(generating frame)
78.22510 <pathGenerator> [DEBUG]:	(adjusted target)
78.22510 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
78.22510 <pathGenerator> [DEBUG]:	(From:   (365.00, 195.00))
78.22510 <pathGenerator> [DEBUG]:	(Angle to target: 2.44 rad)
78.22510 <pathGenerator> [DEBUG]:	(Rotation applied: -1.02 rad)
78.22510 <pathGenerator> [DEBUG]:	(Movement: 266.79 px)
78.22818 <client sender> [STATUS]:	(create rotate -1.023888643700076)
78.22818 <client sender> [COMMAND]:	(sending command rotate 19.55483265846282)
78.22818 <client sender> [STATUS]:	(has ball False)
78.47017 <client reciever> [RESPONSE]:	(modified OK)
78.47053 <client Loop> [FPS]:	(3.5857885170752892)
78.47053 <client Loop> [STATUS]:	(generating frame)
78.50410 <pathGenerator> [DEBUG]:	(adjusted target)
78.50410 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
78.50410 <pathGenerator> [DEBUG]:	(From:   (355.00, 201.00))
78.50410 <pathGenerator> [DEBUG]:	(Angle to target: 2.39 rad)
78.50410 <pathGenerator> [DEBUG]:	(Rotation applied: -1.46 rad)
78.50410 <pathGenerator> [DEBUG]:	(Movement: 255.58 px)
78.50709 <client sender> [STATUS]:	(create rotate -1.4558248632270137)
78.50709 <client sender> [COMMAND]:	(sending command rotate 27.8042067910394)
78.50709 <client sender> [STATUS]:	(has ball False)
78.74109 <client reciever> [RESPONSE]:	(modified OK)
78.74109 <client Loop> [FPS]:	(3.6959625813114516)
78.74109 <client Loop> [STATUS]:	(generating frame)
78.77649 <pathGenerator> [DEBUG]:	(adjusted target)
78.77649 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
78.77649 <pathGenerator> [DEBUG]:	(From:   (352.00, 203.00))
78.77649 <pathGenerator> [DEBUG]:	(Angle to target: 2.39 rad)
78.77649 <pathGenerator> [DEBUG]:	(Rotation applied: -1.59 rad)
78.77749 <pathGenerator> [DEBUG]:	(Movement: 245.45 px)
78.78048 <client sender> [STATUS]:	(create rotate -1.5899334635444196)
78.78066 <client sender> [COMMAND]:	(sending command rotate 30.36549238923746)
78.78066 <client sender> [STATUS]:	(has ball False)
79.09243 <client reciever> [RESPONSE]:	(modified OK)
79.09243 <client Loop> [FPS]:	(2.8462762560811505)
79.09243 <client Loop> [STATUS]:	(generating frame)
79.12708 <pathGenerator> [DEBUG]:	(adjusted target)
79.12708 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
79.12708 <pathGenerator> [DEBUG]:	(From:   (356.00, 202.00))
79.12708 <pathGenerator> [DEBUG]:	(Angle to target: 2.40 rad)
79.12708 <pathGenerator> [DEBUG]:	(Rotation applied: -1.42 rad)
79.12708 <pathGenerator> [DEBUG]:	(Movement: 256.75 px)
79.13008 <client sender> [STATUS]:	(create rotate -1.4232394780137523)
79.13008 <client sender> [COMMAND]:	(sending command rotate 27.18187177553011)
79.13008 <client sender> [STATUS]:	(has ball False)
79.47884 <client reciever> [RESPONSE]:	(modified OK)
79.47884 <client Loop> [FPS]:	(2.5879247569445942)
79.47884 <client Loop> [STATUS]:	(generating frame)
79.51567 <pathGenerator> [DEBUG]:	(adjusted target)
79.51567 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
79.51567 <pathGenerator> [DEBUG]:	(From:   (360.00, 199.00))
79.51567 <pathGenerator> [DEBUG]:	(Angle to target: 2.42 rad)
79.51567 <pathGenerator> [DEBUG]:	(Rotation applied: -1.17 rad)
79.51567 <pathGenerator> [DEBUG]:	(Movement: 264.91 px)
79.51891 <client sender> [STATUS]:	(create rotate -1.1728141516189323)
79.51901 <client sender> [COMMAND]:	(sending command rotate 22.39910034699368)
79.51901 <client sender> [STATUS]:	(has ball False)
79.84934 <client reciever> [RESPONSE]:	(modified OK)
79.84934 <client Loop> [FPS]:	(2.699079007655202)
79.85034 <client Loop> [STATUS]:	(generating frame)
79.88260 <pathGenerator> [DEBUG]:	(adjusted target)
79.88260 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
79.88260 <pathGenerator> [DEBUG]:	(From:   (367.00, 144.00))
79.88260 <pathGenerator> [DEBUG]:	(Angle to target: 2.79 rad)
79.88260 <pathGenerator> [DEBUG]:	(Rotation applied: 1.64 rad)
79.88260 <pathGenerator> [DEBUG]:	(Movement: 306.97 px)
79.88560 <client sender> [STATUS]:	(create rotate 1.6398526885556128)
79.88560 <client sender> [COMMAND]:	(sending command rotate -31.318879359139217)
79.88560 <client sender> [STATUS]:	(has ball False)
80.17559 <client reciever> [RESPONSE]:	(modified OK)
80.17659 <client Loop> [FPS]:	(3.0651602625001826)
80.17659 <client Loop> [STATUS]:	(generating frame)
80.21161 <pathGenerator> [DEBUG]:	(adjusted target)
80.21161 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
80.21161 <pathGenerator> [DEBUG]:	(From:   (386.00, 146.00))
80.21161 <pathGenerator> [DEBUG]:	(Angle to target: 2.81 rad)
80.21161 <pathGenerator> [DEBUG]:	(Rotation applied: 1.89 rad)
80.21161 <pathGenerator> [DEBUG]:	(Movement: 292.03 px)
80.21561 <client sender> [STATUS]:	(create rotate 1.8911406126488357)
80.21561 <client sender> [COMMAND]:	(sending command rotate -36.118125190187705)
80.21561 <client sender> [STATUS]:	(has ball False)
80.59657 <client reciever> [RESPONSE]:	(modified OK)
80.59657 <client Loop> [FPS]:	(2.381045211034215)
80.59657 <client Loop> [STATUS]:	(generating frame)
80.63460 <pathGenerator> [DEBUG]:	(adjusted target)
80.63460 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
80.63460 <pathGenerator> [DEBUG]:	(From:   (398.00, 149.00))
80.63460 <pathGenerator> [DEBUG]:	(Angle to target: 2.82 rad)
80.63460 <pathGenerator> [DEBUG]:	(Rotation applied: 2.03 rad)
80.63460 <pathGenerator> [DEBUG]:	(Movement: 279.64 px)
80.63760 <client sender> [STATUS]:	(create rotate 2.029485422929377)
80.63760 <client sender> [COMMAND]:	(sending command rotate -38.760316439058734)
80.63760 <client sender> [STATUS]:	(has ball False)
81.01748 <client reciever> [RESPONSE]:	(modified OK)
81.01748 <client Loop> [FPS]:	(2.375822967003151)
81.01748 <client Loop> [STATUS]:	(generating frame)
81.04818 <pathGenerator> [DEBUG]:	(adjusted target)
81.04818 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
81.04818 <pathGenerator> [DEBUG]:	(From:   (373.00, 198.00))
81.04818 <pathGenerator> [DEBUG]:	(Angle to target: 2.52 rad)
81.04818 <pathGenerator> [DEBUG]:	(Rotation applied: -0.70 rad)
81.04818 <pathGenerator> [DEBUG]:	(Movement: 256.47 px)
81.05119 <client sender> [STATUS]:	(create rotate -0.6996194336042647)
81.05119 <client sender> [COMMAND]:	(sending command rotate 13.361746936952494)
81.05119 <client sender> [STATUS]:	(has ball False)
81.48157 <client reciever> [RESPONSE]:	(modified OK)
81.48157 <client Loop> [FPS]:	(2.1547240724929386)
81.48157 <client Loop> [STATUS]:	(generating frame)
81.51763 <pathGenerator> [DEBUG]:	(adjusted target)
81.51763 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
81.51763 <pathGenerator> [DEBUG]:	(From:   (365.00, 198.00))
81.51763 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
81.51763 <pathGenerator> [DEBUG]:	(Rotation applied: -1.03 rad)
81.51763 <pathGenerator> [DEBUG]:	(Movement: 266.41 px)
81.52063 <client sender> [STATUS]:	(create rotate -1.0273614847859358)
81.52072 <client sender> [COMMAND]:	(sending command rotate 19.621159037509287)
81.52072 <client sender> [STATUS]:	(has ball False)
81.75766 <client reciever> [RESPONSE]:	(modified OK)
81.75766 <client Loop> [FPS]:	(3.622086737249348)
81.75766 <client Loop> [STATUS]:	(generating frame)
81.79063 <pathGenerator> [DEBUG]:	(adjusted target)
81.79074 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
81.79074 <pathGenerator> [DEBUG]:	(From:   (354.00, 203.00))
81.79074 <pathGenerator> [DEBUG]:	(Angle to target: 2.39 rad)
81.79074 <pathGenerator> [DEBUG]:	(Rotation applied: -1.41 rad)
81.79074 <pathGenerator> [DEBUG]:	(Movement: 255.64 px)
81.79275 <client sender> [STATUS]:	(create rotate -1.4060505165567232)
81.79275 <client sender> [COMMAND]:	(sending command rotate 26.85358679362984)
81.79275 <client sender> [STATUS]:	(has ball False)
82.02857 <client reciever> [RESPONSE]:	(modified OK)
82.02957 <client Loop> [FPS]:	(3.6777235892120914)
82.02957 <client Loop> [STATUS]:	(generating frame)
82.06554 <pathGenerator> [DEBUG]:	(adjusted target)
82.06554 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
82.06554 <pathGenerator> [DEBUG]:	(From:   (352.00, 205.00))
82.06554 <pathGenerator> [DEBUG]:	(Angle to target: 2.40 rad)
82.06554 <pathGenerator> [DEBUG]:	(Rotation applied: -1.49 rad)
82.06554 <pathGenerator> [DEBUG]:	(Movement: 249.58 px)
82.06955 <client sender> [STATUS]:	(create rotate -1.4873931935082492)
82.06955 <client sender> [COMMAND]:	(sending command rotate 28.407117488169344)
82.06955 <client sender> [STATUS]:	(has ball False)
82.39056 <client reciever> [RESPONSE]:	(modified OK)
82.39156 <client Loop> [FPS]:	(2.7624655951746635)
82.39156 <client Loop> [STATUS]:	(generating frame)
82.42479 <pathGenerator> [DEBUG]:	(adjusted target)
82.42479 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
82.42479 <pathGenerator> [DEBUG]:	(From:   (355.00, 202.00))
82.42479 <pathGenerator> [DEBUG]:	(Angle to target: 2.40 rad)
82.42578 <pathGenerator> [DEBUG]:	(Rotation applied: -1.31 rad)
82.42578 <pathGenerator> [DEBUG]:	(Movement: 258.07 px)
82.42878 <client sender> [STATUS]:	(create rotate -1.3130740134281875)
82.42878 <client sender> [COMMAND]:	(sending command rotate 25.07786638591318)
82.42878 <client sender> [STATUS]:	(has ball False)
82.76356 <client reciever> [RESPONSE]:	(modified OK)
82.76460 <client Loop> [FPS]:	(2.6806676769038935)
82.76460 <client Loop> [STATUS]:	(generating frame)
82.80056 <pathGenerator> [DEBUG]:	(adjusted target)
82.80056 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
82.80056 <pathGenerator> [DEBUG]:	(From:   (359.00, 200.00))
82.80056 <pathGenerator> [DEBUG]:	(Angle to target: 2.43 rad)
82.80056 <pathGenerator> [DEBUG]:	(Rotation applied: -1.09 rad)
82.80056 <pathGenerator> [DEBUG]:	(Movement: 261.63 px)
82.80375 <client sender> [STATUS]:	(create rotate -1.0877962953786355)
82.80375 <client sender> [COMMAND]:	(sending command rotate 20.775378898387356)
82.80375 <client sender> [STATUS]:	(has ball False)
83.11263 <client reciever> [RESPONSE]:	(modified OK)
83.11263 <client Loop> [FPS]:	(2.8733679199461264)
83.11263 <client Loop> [STATUS]:	(generating frame)
83.14988 <pathGenerator> [DEBUG]:	(adjusted target)
83.14988 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
83.14988 <pathGenerator> [DEBUG]:	(From:   (369.00, 146.00))
83.14988 <pathGenerator> [DEBUG]:	(Angle to target: 2.79 rad)
83.14988 <pathGenerator> [DEBUG]:	(Rotation applied: 1.70 rad)
83.14988 <pathGenerator> [DEBUG]:	(Movement: 300.93 px)
83.15288 <client sender> [STATUS]:	(create rotate 1.697796227700822)
83.15288 <client sender> [COMMAND]:	(sending command rotate -32.42551944016307)
83.15288 <client sender> [STATUS]:	(has ball False)
83.41056 <client reciever> [RESPONSE]:	(modified OK)
83.41157 <client Loop> [FPS]:	(3.3450814756211162)
83.41256 <client Loop> [STATUS]:	(generating frame)
83.44557 <pathGenerator> [DEBUG]:	(adjusted target)
83.44557 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
83.44557 <pathGenerator> [DEBUG]:	(From:   (388.00, 149.00))
83.44557 <pathGenerator> [DEBUG]:	(Angle to target: 2.81 rad)
83.44557 <pathGenerator> [DEBUG]:	(Rotation applied: 1.94 rad)
83.44557 <pathGenerator> [DEBUG]:	(Movement: 285.20 px)
83.44860 <client sender> [STATUS]:	(create rotate 1.9366793102372162)
83.44860 <client sender> [COMMAND]:	(sending command rotate -36.98785024896663)
83.44860 <client sender> [STATUS]:	(has ball False)
83.85204 <client reciever> [RESPONSE]:	(modified OK)
83.85204 <client Loop> [FPS]:	(2.275404948240188)
83.85204 <client Loop> [STATUS]:	(generating frame)
83.88830 <pathGenerator> [DEBUG]:	(adjusted target)
83.88830 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
83.88830 <pathGenerator> [DEBUG]:	(From:   (371.00, 215.00))
83.88830 <pathGenerator> [DEBUG]:	(Angle to target: 2.68 rad)
83.88830 <pathGenerator> [DEBUG]:	(Rotation applied: -2.26 rad)
83.88830 <pathGenerator> [DEBUG]:	(Movement: 205.82 px)
83.89130 <client sender> [STATUS]:	(create rotate -2.264427183732234)
83.89130 <client sender> [COMMAND]:	(sending command rotate 43.24737354751735)
83.89130 <client sender> [STATUS]:	(has ball False)
84.29048 <client reciever> [RESPONSE]:	(modified OK)
84.29048 <client Loop> [FPS]:	(2.28084064148208)
84.29048 <client Loop> [STATUS]:	(generating frame)
84.32647 <pathGenerator> [DEBUG]:	(adjusted target)
84.32647 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
84.32647 <pathGenerator> [DEBUG]:	(From:   (371.00, 200.00))
84.32647 <pathGenerator> [DEBUG]:	(Angle to target: 2.52 rad)
84.32647 <pathGenerator> [DEBUG]:	(Rotation applied: -0.70 rad)
84.32647 <pathGenerator> [DEBUG]:	(Movement: 253.93 px)
84.32948 <client sender> [STATUS]:	(create rotate -0.7014115865277541)
84.32948 <client sender> [COMMAND]:	(sending command rotate 13.395974536538489)
84.32948 <client sender> [STATUS]:	(has ball False)
84.82660 <client reciever> [RESPONSE]:	(modified OK)
84.82660 <client Loop> [FPS]:	(1.865233526409997)
84.82660 <client Loop> [STATUS]:	(generating frame)
84.85753 <pathGenerator> [DEBUG]:	(adjusted target)
84.85753 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
84.85753 <pathGenerator> [DEBUG]:	(From:   (365.00, 214.00))
84.85753 <pathGenerator> [DEBUG]:	(Angle to target: 2.70 rad)
84.85753 <pathGenerator> [DEBUG]:	(Rotation applied: -2.83 rad)
84.85753 <pathGenerator> [DEBUG]:	(Movement: 181.76 px)
84.86053 <client sender> [STATUS]:	(create rotate -2.8347132951018152)
84.86053 <client sender> [COMMAND]:	(sending command rotate 54.13903597965222)
84.86053 <client sender> [STATUS]:	(has ball False)
85.03995 <client reciever> [RESPONSE]:	(modified OK)
85.03995 <client Loop> [FPS]:	(4.687253026266383)
85.04098 <client Loop> [STATUS]:	(generating frame)
85.07612 <pathGenerator> [DEBUG]:	(adjusted target)
85.07612 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
85.07612 <pathGenerator> [DEBUG]:	(From:   (367.00, 149.00))
85.07612 <pathGenerator> [DEBUG]:	(Angle to target: 2.80 rad)
85.07612 <pathGenerator> [DEBUG]:	(Rotation applied: 1.69 rad)
85.07612 <pathGenerator> [DEBUG]:	(Movement: 298.31 px)
85.07913 <client sender> [STATUS]:	(create rotate 1.688153411951558)
85.07913 <client sender> [COMMAND]:	(sending command rotate -32.2413552251447)
85.07913 <client sender> [STATUS]:	(has ball False)
85.66835 <client reciever> [RESPONSE]:	(modified OK)
85.66935 <client Loop> [FPS]:	(1.5914026472889307)
85.66935 <client Loop> [STATUS]:	(generating frame)
85.70712 <pathGenerator> [DEBUG]:	(adjusted target)
85.70712 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
85.70712 <pathGenerator> [DEBUG]:	(From:   (380.00, 150.00))
85.70712 <pathGenerator> [DEBUG]:	(Angle to target: 2.82 rad)
85.70712 <pathGenerator> [DEBUG]:	(Rotation applied: 1.84 rad)
85.70712 <pathGenerator> [DEBUG]:	(Movement: 290.61 px)
85.71034 <client sender> [STATUS]:	(create rotate 1.8441709363092462)
85.71034 <client sender> [COMMAND]:	(sending command rotate -35.221070450403055)
85.71034 <client sender> [STATUS]:	(has ball False)
86.12627 <client reciever> [RESPONSE]:	(modified OK)
86.12627 <client Loop> [FPS]:	(2.188597056513787)
86.12627 <client Loop> [STATUS]:	(generating frame)
86.16153 <pathGenerator> [DEBUG]:	(adjusted target)
86.16153 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
86.16153 <pathGenerator> [DEBUG]:	(From:   (411.00, 165.00))
86.16153 <pathGenerator> [DEBUG]:	(Angle to target: 2.84 rad)
86.16153 <pathGenerator> [DEBUG]:	(Rotation applied: 2.30 rad)
86.16153 <pathGenerator> [DEBUG]:	(Movement: 234.37 px)
86.16554 <client sender> [STATUS]:	(create rotate 2.3038611643468467)
86.16554 <client sender> [COMMAND]:	(sending command rotate -44.00050710039002)
86.16554 <client sender> [STATUS]:	(has ball False)
86.54163 <client reciever> [RESPONSE]:	(modified OK)
86.54266 <client Loop> [FPS]:	(2.4015991177597233)
86.54366 <client Loop> [STATUS]:	(generating frame)
86.57600 <pathGenerator> [DEBUG]:	(adjusted target)
86.57600 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
86.57600 <pathGenerator> [DEBUG]:	(From:   (373.00, 206.00))
86.57600 <pathGenerator> [DEBUG]:	(Angle to target: 2.60 rad)
86.57600 <pathGenerator> [DEBUG]:	(Rotation applied: -0.45 rad)
86.57600 <pathGenerator> [DEBUG]:	(Movement: 236.74 px)
86.58048 <client sender> [STATUS]:	(create rotate -0.45469121744363994)
86.58048 <client sender> [COMMAND]:	(sending command rotate 8.683962580395255)
86.58048 <client sender> [STATUS]:	(has ball False)
87.04817 <client reciever> [RESPONSE]:	(modified OK)
87.04817 <client Loop> [FPS]:	(1.9821571527813877)
87.04817 <client Loop> [STATUS]:	(generating frame)
87.09483 <pathGenerator> [DEBUG]:	(adjusted target)
87.09483 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
87.09483 <pathGenerator> [DEBUG]:	(From:   (414.00, 243.00))
87.09483 <pathGenerator> [DEBUG]:	(Angle to target: 2.76 rad)
87.09483 <pathGenerator> [DEBUG]:	(Rotation applied: -2.53 rad)
87.09483 <pathGenerator> [DEBUG]:	(Movement: 176.85 px)
87.09787 <client sender> [STATUS]:	(create rotate -2.5308340627731902)
87.09787 <client sender> [COMMAND]:	(sending command rotate 48.33537014828369)
87.09787 <client sender> [STATUS]:	(has ball False)
87.26659 <client reciever> [RESPONSE]:	(modified OK)
87.26659 <client Loop> [FPS]:	(4.578134823611596)
87.26659 <client Loop> [STATUS]:	(generating frame)
87.30045 <pathGenerator> [DEBUG]:	(adjusted target)
87.30045 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
87.30045 <pathGenerator> [DEBUG]:	(From:   (361.00, 218.00))
87.30045 <pathGenerator> [DEBUG]:	(Angle to target: 2.73 rad)
87.30045 <pathGenerator> [DEBUG]:	(Rotation applied: -3.09 rad)
87.30045 <pathGenerator> [DEBUG]:	(Movement: 169.08 px)
87.30455 <client sender> [STATUS]:	(create rotate -3.0884144917085723)
87.30455 <client sender> [COMMAND]:	(sending command rotate 58.984371920647526)
87.30455 <client sender> [STATUS]:	(has ball False)
87.83959 <client reciever> [RESPONSE]:	(modified OK)
87.83959 <client Loop> [FPS]:	(1.7452073729459203)
87.83959 <client Loop> [STATUS]:	(generating frame)
87.87108 <pathGenerator> [DEBUG]:	(adjusted target)
87.87108 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
87.87108 <pathGenerator> [DEBUG]:	(From:   (352.00, 208.00))
87.87108 <pathGenerator> [DEBUG]:	(Angle to target: 2.41 rad)
87.87108 <pathGenerator> [DEBUG]:	(Rotation applied: -1.27 rad)
87.87108 <pathGenerator> [DEBUG]:	(Movement: 253.68 px)
87.87409 <client sender> [STATUS]:	(create rotate -1.27291925656713)
87.87409 <client sender> [COMMAND]:	(sending command rotate 24.310967020742314)
87.87409 <client sender> [STATUS]:	(has ball False)
88.50460 <client reciever> [RESPONSE]:	(modified OK)
88.50598 <client Loop> [FPS]:	(1.5006277206744965)
88.50598 <client Loop> [STATUS]:	(generating frame)
88.54211 <pathGenerator> [DEBUG]:	(adjusted target)
88.54211 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
88.54211 <pathGenerator> [DEBUG]:	(From:   (359.00, 204.00))
88.54211 <pathGenerator> [DEBUG]:	(Angle to target: 2.47 rad)
88.54211 <pathGenerator> [DEBUG]:	(Rotation applied: -0.90 rad)
88.54211 <pathGenerator> [DEBUG]:	(Movement: 251.79 px)
88.54512 <client sender> [STATUS]:	(create rotate -0.9030343340757438)
88.54512 <client sender> [COMMAND]:	(sending command rotate 17.246685365982312)
88.54512 <client sender> [STATUS]:	(has ball False)
88.80905 <client reciever> [RESPONSE]:	(modified OK)
88.80983 <client Loop> [FPS]:	(3.2910776203325836)
88.80983 <client Loop> [STATUS]:	(generating frame)
88.84388 <pathGenerator> [DEBUG]:	(adjusted target)
88.84388 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
88.84388 <pathGenerator> [DEBUG]:	(From:   (374.00, 210.00))
88.84388 <pathGenerator> [DEBUG]:	(Angle to target: 2.62 rad)
88.84388 <pathGenerator> [DEBUG]:	(Rotation applied: -0.45 rad)
88.84388 <pathGenerator> [DEBUG]:	(Movement: 235.51 px)
88.84728 <client sender> [STATUS]:	(create rotate -0.44878482368451733)
88.84728 <client sender> [COMMAND]:	(sending command rotate 8.571158768881878)
88.84728 <client sender> [STATUS]:	(has ball False)
89.06968 <client reciever> [RESPONSE]:	(modified OK)
89.06968 <client Loop> [FPS]:	(3.8483454415000304)
89.06968 <client Loop> [STATUS]:	(generating frame)
89.10331 <pathGenerator> [DEBUG]:	(adjusted target)
89.10331 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
89.10331 <pathGenerator> [DEBUG]:	(From:   (346.00, 249.00))
89.10331 <pathGenerator> [DEBUG]:	(Angle to target: 2.73 rad)
89.10331 <pathGenerator> [DEBUG]:	(Rotation applied: -1.05 rad)
89.10331 <pathGenerator> [DEBUG]:	(Movement: 205.46 px)
89.10631 <client sender> [STATUS]:	(create rotate -1.046977349364078)
89.10631 <client sender> [COMMAND]:	(sending command rotate 19.99579445478519)
89.10631 <client sender> [STATUS]:	(has ball False)
89.22972 <client reciever> [RESPONSE]:	(modified OK)
89.22972 <client Loop> [FPS]:	(6.248572050020708)
89.22972 <client Loop> [STATUS]:	(generating frame)
89.26416 <pathGenerator> [DEBUG]:	(adjusted target)
89.26432 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
89.26432 <pathGenerator> [DEBUG]:	(From:   (381.00, 218.00))
89.26432 <pathGenerator> [DEBUG]:	(Angle to target: 2.92 rad)
89.26432 <pathGenerator> [DEBUG]:	(Rotation applied: 2.33 rad)
89.26432 <pathGenerator> [DEBUG]:	(Movement: 196.14 px)
89.26733 <client sender> [STATUS]:	(create rotate 2.326056620404964)
89.26733 <client sender> [COMMAND]:	(sending command rotate -44.424409085889415)
89.26733 <client sender> [STATUS]:	(has ball False)
89.53840 <client reciever> [RESPONSE]:	(modified OK)
89.53840 <client Loop> [FPS]:	(3.239557740506598)
89.53840 <client Loop> [STATUS]:	(generating frame)
89.57374 <pathGenerator> [DEBUG]:	(adjusted target)
89.57374 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
89.57374 <pathGenerator> [DEBUG]:	(From:   (433.00, 199.00))
89.57374 <pathGenerator> [DEBUG]:	(Angle to target: 2.88 rad)
89.57374 <pathGenerator> [DEBUG]:	(Rotation applied: 2.78 rad)
89.57374 <pathGenerator> [DEBUG]:	(Movement: 149.99 px)
89.57675 <client sender> [STATUS]:	(create rotate 2.78048584504256)
89.57675 <client sender> [COMMAND]:	(sending command rotate -53.1033679722683)
89.57675 <client sender> [STATUS]:	(has ball False)
90.11331 <client reciever> [RESPONSE]:	(modified OK)
90.11395 <client Loop> [FPS]:	(1.7374877019724482)
90.11395 <client Loop> [STATUS]:	(generating frame)
90.14772 <pathGenerator> [DEBUG]:	(adjusted target)
90.14772 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
90.14772 <pathGenerator> [DEBUG]:	(From:   (435.00, 207.00))
90.14772 <pathGenerator> [DEBUG]:	(Angle to target: 2.88 rad)
90.14772 <pathGenerator> [DEBUG]:	(Rotation applied: 2.88 rad)
90.14772 <pathGenerator> [DEBUG]:	(Movement: 135.35 px)
90.15072 <client sender> [STATUS]:	(create rotate 2.878939586282526)
90.15072 <client sender> [COMMAND]:	(sending command rotate -54.98369592237602)
90.15072 <client sender> [STATUS]:	(has ball False)
90.71649 <client reciever> [RESPONSE]:	(modified OK)
90.71649 <client Loop> [FPS]:	(1.659633585478586)
90.71649 <client Loop> [STATUS]:	(generating frame)
90.74998 <pathGenerator> [DEBUG]:	(adjusted target)
90.74998 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
90.74998 <pathGenerator> [DEBUG]:	(From:   (344.00, 248.00))
90.74998 <pathGenerator> [DEBUG]:	(Angle to target: 2.67 rad)
90.74998 <pathGenerator> [DEBUG]:	(Rotation applied: -1.29 rad)
